,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
51,6.6,0.52,0.04,2.2,0.069,8.0,15.0,0.9956,3.4,0.63,9.4,6,"Peju's regular Cab Franc, released a year ago, was immediately drinkable. This reserve, with a tiny case production, is denser and more tannic, but shows the same charm. It's a fat, fleshy wine, with luscious black cherry tart, cola and caramelized oak flavors. Fine now, and should develop for 5–7 years."
52,6.6,0.5,0.04,2.1,0.068,6.0,14.0,0.9955,3.39,0.64,9.4,6,"A wonderful, amazingly rewarding wine, certainly one of California's best Albariños. If there's any oak at all, it's insignificant. What stars is brilliant Edna Valley acidity and racy flavors of citrus fruits, pears, white flowers and white peppery spices. The perfect cocktail wine."
54,7.6,0.51,0.15,2.8,0.11,33.0,73.0,0.9955,3.17,0.63,10.2,6,"This bottling from Guigal's own Hermitage holdings is incredibly rich and ripe (15.5% alcohol). In fact, it comes dangerously close to being overblown before the syrupy cherry fruit is reined back in by underlying spice and minerality. Expect that minerally edge to assert itself more with time in the cellar, making this a wine worth revisiting in 10 years' time."
59,7.3,0.39,0.31,2.4,0.07400000000000001,9.0,46.0,0.9962,3.41,0.54,9.4,6,"91-93 Barrel sample. This is impressive—a ripe, open wine, but showing some lovely, polished new wood flavors, vanilla and just a touch of spice."
69,8.0,0.705,0.05,1.9,0.07400000000000001,8.0,19.0,0.9962,3.34,0.95,10.5,6,"The vineyard has been a Zinfandel source to St. Francis, as well as other wineries, for years, but this is St. Francis's best in a decade. The wine is fantastically concentrated in dried blackberry, blueberry, dark unsweetened chocolate, tobacco and elaborate spice flavors. Defines complexity in Zinfandel, although the very high alcohol will bother some people."
70,7.7,0.63,0.08,1.9,0.076,15.0,27.0,0.9967,3.32,0.54,9.5,6,"92-94 Barrel sample. Hugely citrusy in character, this delicious wine has layers of wood, spice and intense acidity. A powerful wine, but on that retains its delicacy."
77,6.8,0.785,0.0,2.4,0.10400000000000001,14.0,30.0,0.9966,3.52,0.55,10.7,6,"Antonella and husband Vincenzo D'Isanto are the enthusiastic owners of the beautiful I Balzini estate in Tuscany. This gorgeous blend of Cabernet Sauvignon (50%), Sangiovese and Merlot offers softness, intensity and personality. It's a smooth, silky wine with elegant tones of black cherry, spice and leather."
84,6.3,0.3,0.48,1.8,0.069,18.0,61.0,0.9959,3.44,0.78,10.3,6,"Oddly, this is preferable to El Nido's $140 Cab-heavy fruit bomb. Maybe that's because Monastrell is the go-to grape in Jumilla, and this is 70% Monastrell and only 30% Cab compared to the opposite with El Nido. All that said, this wine is ripe, approachable and dark, with excellent balance and a fudgy, warm finish of fruitcake and blackberry. Drink now through 2013."
86,8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6,"Young and tannic, with nettle and thyme-infused blackberry and cedar flavors that are locked down with astringency. Very complex and earthy. Needs at least 4–6 years to blossom. Best after 2011."
91,8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6,"This is 100% varietal, supple and juicy with concentrated black fruits, all in fine balance. Tight, complex and compact, it's drinkable right now for the primary, berry flavors; but it's not a simple wine; cellaring will allow it to evolve and bring out the more subtle textures, the elegant mix of herbs; all the things that make pure Cabernet such a pleasure when it's done well."
95,4.7,0.6,0.17,2.3,0.057999999999999996,17.0,106.0,0.9932,3.85,0.6,12.9,6,"This serious, ripe offering is packed with red berry and stone fruit flavors. It also has complex touches of toast and acidity, producing a sense of dryness. This is finely balanced and is now ready to drink, but it will also likely age for a few more years."
99,8.1,0.545,0.18,1.9,0.08,13.0,35.0,0.9972,3.3,0.59,9.0,6,"Here's a bright, accessible but complex young Pinot Noir, appealing for its savory flavors of red cherry pie filling, cocoa, bacon, nutmeg and pepper. Elegantly crisp and silky now, it should develop for 4–6 years."
100,8.3,0.61,0.3,2.1,0.084,11.0,50.0,0.9972,3.4,0.61,10.2,6,"Rich and fruity, this has a yellow fruit flavor that's touched by a hint of pepper. A tasty edge of acidity balances this full-bodied, concentrated wine."
101,7.8,0.5,0.3,1.9,0.075,8.0,22.0,0.9959,3.31,0.56,10.4,6,"A pleasant stylistic change from Peregrine, whose wines have been somewhat chunky in the past, this vintage nicely captures Pinot's elusive silky texture and complex aromas. It's highly perfumed, with hints of herbs and roses wrapped around a soft core of lush black-cherry fruit. Finishes long, framed by soft tannins. Drink now–2015."
102,8.1,0.545,0.18,1.9,0.08,13.0,35.0,0.9972,3.3,0.59,9.0,6,"This is a big, vital Chardonnay brimming with fresh acids and oak, whose underlying pineapple, pear and lemon-lime flavors are delicious. Despite the richness, it's dry and crisp in acidity, with a minerally tang. Drink now."
108,8.0,0.33,0.53,2.5,0.091,18.0,80.0,0.9976,3.37,0.8,9.6,6,"This valley in Santa Barbara County continues to prove its relevance to California Chardonnay, as proven once again by this dry, crisply elegant and decadently delicious wine. It bursts in the mouth with juicy pineapple, white peach and honeysuckle flavors, generously oaked, but is balanced in acidity and minerals."
113,10.1,0.31,0.44,2.3,0.08,22.0,46.0,0.9988,3.32,0.67,9.7,6,"Failla has a great track record with this vineyard, which is source to many wineries. The '06 is fresh and vibrant, and needs a little time to develop. It shows classic balance, with rich tannins, crisp acidity and brilliantly ripe, oak-inspired flavors of cherries, black raspberries, cola and currants. As delicious as it is now, it's nervous and tentative. Give it a few years to come around."
115,9.4,0.4,0.31,2.2,0.09,13.0,62.0,0.9966,3.07,0.63,10.5,6,"Complex and precise, this lovely Cabernet—blended with 10% Merlot and 3% Malbec—layers cassis, herb, bark, earth and graphite elements within a cigar box coating. Those streaks of tobacco are wedded to a touch of espresso as it weaves through a lingering finish."
116,8.3,0.54,0.28,1.9,0.077,11.0,40.0,0.9978,3.39,0.61,10.0,6,"Green Valley is the coolest part of Russian River Valley and the wine shows the wind and fog in its crisp acidity and minty quality. But there's a wealth of roasted cherries, along with rich smoky cedar, and the mouthfeel is silky and refined. Should develop over the next six years."
117,7.8,0.56,0.12,2.0,0.08199999999999999,7.0,28.0,0.997,3.37,0.5,9.4,6,"This is a rich and succulent wine made from Cab Franc and 15% Merlot. This wine is packed tight, with tones of espresso bean, blackberry coulis, milk chocolate, dried lavender and a playful touch of scented candle or incense. Ripe tannins and a long finish. Drink after 2012."
118,8.8,0.55,0.04,2.2,0.11900000000000001,14.0,56.0,0.9962,3.21,0.6,10.9,6,"Ripe and succulent, this opens with aromas of mature black fruit, leather, graphite and Mediterranean herb. The full-bodied palate delivers juicy black cherry, mocha and baking spice alongside chewy, mature tannins. Drink through 2019."
119,7.0,0.69,0.08,1.8,0.09699999999999999,22.0,89.0,0.9959,3.34,0.54,9.2,6,"This is a blockbuster Brunello that delivers pleasure and intensity on multiple levels. The aromas are deep and penetrating with an emphasis on cherry, forest berry, pressed violets, cola and balsam notes. The delivery is direct and generous and the mouthfeel boasts excellent length, density and persistency. The tannins are still tight. Wait a few more years to drink it."
121,8.8,0.55,0.04,2.2,0.11900000000000001,14.0,56.0,0.9962,3.21,0.6,10.9,6,"Testarossa's track record with this wine has been on an upward spiral. The '06 shows the winery's usual deft hand at crafting delicately structured, elegant but powerfully flavored wines. Cherries, black raspberries, currants and blood oranges flood the mouth, ending in a swirl of clove and anise. Best now–2010."
133,6.6,0.5,0.01,1.5,0.06,17.0,26.0,0.9952,3.4,0.58,9.8,6,"Those notorious mountain tannins have largely melted, making the wine drinkable now, although it will hold for a decade with proper cellaring. Lush and velvety, with a drop of Cabernet Franc, this is voluptuous in cherries, black currants and fine, toasty oak."
134,7.9,1.04,0.05,2.2,0.084,13.0,29.0,0.9959,3.22,0.55,9.9,6,"Thanks to its plush and velvety nature, this is a wine with universal appeal. Barolo Bricco Sarmassa opens in big fashion with aromas of black cherry, Indian   spice, vanilla and dark espresso bean. It's tight and tannic in the mouth but, fundamentally, the wine's saving grace is that it's never too extracted or overblown."
142,5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,"93–95. Barrel sample. An exemplary wine, this is powerful, rich and full of ripe red fruits. The palate is dark, but brightened by acidity, red fruits and a beautiful line of freshness."
144,5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,"The vineyard is in Calistoga. The wine, 100% varietal, has lots of new French oak. Seriously good, it shows all the hallmarks of a flashy, important Napa Cab, with rich, perfectly sculpted tannins, a deeply impressive structure, and intense, long-lasting black currant, spice and toasty oak flavors. Just terrific now, and should hold and soften through 2012, at least."
148,6.9,0.49,0.1,2.3,0.07400000000000001,12.0,30.0,0.9959,3.42,0.58,10.2,6,"Ten years of aging lends great maturity and authority to this impressive wine. The honey stays and toffee flavors arrive as the fruit disappears. This is all about richness and concentration, a syrupy smoothness and softness, but still sustained by some acidity."
149,8.2,0.4,0.44,2.8,0.08900000000000001,11.0,43.0,0.9975,3.53,0.61,10.5,6,"Here is the quintessential Nicholas Cole—the first wine from the estate vineyard, with a blend that is, for the first time, Cabernet-based. It's dark, chewy, dense, tense and deeply compact, with layers of blackberry compote, and lingering flavors that meld smoke, fruit and acid in perfect proportion. A big wine in a big bottle, for those who want their reds no holds barred."
150,7.3,0.33,0.47,2.1,0.077,5.0,11.0,0.9958,3.33,0.53,10.3,6,"Made from grapes sourced from vines planted in 1902, this is a huge, powerful, minerally wine. It's currently tight as a drum, with solid tannins and great density that pair with ripe plum and wood flavors. The acidity that appears on the finish promises long-term aging."
159,6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,6,"Succulent and leesy, it blends juice from five different sites, including the King Estate vineyard. Soaked in minerals and alive with pretty fruit flavors of citrus, pink grapefruit and Key lime, this reserve-level bottling is one of several limited offerings by the leader in Oregon Pinot Gris."
162,7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,6,"Since we last tried this wine, Catena has dialed back the new oak and pumped up the natural acidity. And the result is pleasantly akin to fine Burgundy. Now the emphasis is on refined, Dijon-style apple and peach flavors with great mouthfeel. Drink now."
168,6.8,0.63,0.07,2.1,0.08900000000000001,11.0,44.0,0.9953,3.47,0.55,10.4,6,"Cabernets just don't get much richer, riper or deeper than this single-vineyard beauty. Dry, tannic and fine in acidity, it's a full-frontal assault of blackberries, cassis liqueur and new oak, concentrated beyond belief. The sheer magnitude demands time in the cellar. Try after 2015, and it could go far beyond that."
171,8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,"Here is a beautifully extracted and voluptuous Barolo from the Cannubi cru that would pair with tender veal shank, slow cooked until falling off the bone. Black cherry, spice, root beer and fragrant earthy tones all appear on the nose and the wine closes with tight, firm structure. Cellar age ten years or more."
172,8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,"A 50-50 blend of Merlot and Malbec, this is the most expensive wine the chateau has ever produced, a commemoration of their 25th anniversary. It commands attention for dryness and complexity. The usual Bordeaux flavors of blackberries, plums and mocha are weaved into earthier tastes of salty, cured-olive tapenade and sweet miso, enhanced with smoky new oak. This is a very important release from the winery, one worthy of follow up."
173,7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,6,"Located north of Margaux village, Deyrem Valentin is a small, family-owned property of 32 acres that represents one of the values of Margaux. This wine is smooth, polished and concentrated, with flavors of wood and a sweet-tasting blackberry. The acidity and tannins demonstrate a fine balancing act. This shows good aging potential."
177,7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,6,"Pristine apple, pear and peach are marked with hints of nuts and crushed stones in this sprightly yet deeply complex auslese. It's lacy and sheer on the palate, yet lime and lemon tones are bracing. Hold till 2020 to allow the subtleties to intensify."
184,6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6,"This is the third consecutive year this wine has been rated 92 points. It is dense and potent, with aromas of cola, pencil lead and wild berry. It feels smooth, polished and finessed, with cola, vanilla, baking spice and vibrant black-fruit flavors. It finishes with licorice, toast and cola notes. Drink now–2017."
191,6.4,0.37,0.25,1.9,0.07400000000000001,21.0,49.0,0.9974,3.57,0.62,9.8,6,"Textbook Brunello nose from a warm vintage. It grabs from a wide array of elements at its disposal, with balsam, cola and humus, backed by ripe fruit and dark cherry. More layers appear as leather, earth and cured meat. Great complexity and balance. Closes elegant, fresh and clean."
197,11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6,"You can tell that Pinot Noir dominates this wine. It is big, powerful, hinting at raspberries as well as delicious richness. There are white peach and pink grapefruit flavors, but the yeast and the layers of structured toast are just as intriguing. The final is a play on richness and structure."
204,7.0,0.43,0.36,1.6,0.08900000000000001,14.0,37.0,0.99615,3.34,0.56,9.2,6,"A fine effort, 100% varietal, that showcases why this grape loves Washington soil. Pear and pineapple mix with citrus zest; there is a lively, refreshing acidity, and the barrels softened up rather than flavored the wine. Flavors are crystal clear, leesy and long-lasting."
210,9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,6,"This rich, creamy Chardonnay has fine acidity, while a touch of neutral oak adds a background of buttered toast. But the fruit stars, brimming with papayas, mangos, Meyer lemons, limes and pineapples. The finish is filled with honey, and yet is brisk and dry."
211,8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,6,"Good as ever, this vintage of the Yangarra Shiraz doles out plenty of juicy blackberry and blueberry fruit accented with fresh but subtle vanilla bean notes. Full and bouncy on the palate, and long on the finish. Winemaker Peter Fraser just doesn't know how to make bad wine. Imported by Yangarra Estate Vineyard."
212,11.6,0.44,0.64,2.1,0.059000000000000004,5.0,15.0,0.998,3.21,0.67,10.2,6,"As rich as a Chardonnay, yet with Sauvignon's distinctive savory profile, this is great wine. From low-yielding mountain vineyards, the juice was barrel fermented and aged sur lies, but no malolactic fermentation was permitted. Few Sauvignons in California achieve this level of complexity. The lush, roasted nuts, with a firm, hard minerality throughout."
214,7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6,"An interesting wine you can call intellectual. Its appeal is as much conceptual as hedonistic. It's the opposite of today's soft, sweet fruit bombs, being bone dry and somewhat austere, showing a tightly knit tannic structure. With an explosive, but controlled, central core of blackberries, it's a cellar candidate. It will be fascinating to try this wine after 2014."
220,7.8,0.34,0.37,2.0,0.08199999999999999,24.0,58.0,0.9964,3.34,0.59,9.4,6,"This huge Malbec defines jammy and concentrated. The bouquet is ripe, soft and minty, while the palate echoes the nose with thickness and density. Flavors of prune, raisin, tea and blackberry are borderline syrupy, while the finish is smooth and pure but doesn't offer much spine or foundation. Drink this modern Malbec sooner rather than later."
223,8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,6,"91-93 Barrel sample. Big, ripe and juicy—a Dolly Parton wine. With exuberant fruitiness this is attractive now, but there are solid, firm tannins, so the wine will perhaps grow up."
225,7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,"A top-notch effort, The Duke (a single-vineyard bottling) offers lovely cherry fruit, full body allied to a wonderfully silky texture and tremendous length. What's not to like? Drink it over the next 3–4 years."
226,8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,6,"The '98 Klipsun, from a premier vineyard on Red Mountain, is even better than the '97. It has a richness and ripeness in the cherry-flavored fruit, but retains the extra dimensions that Red Mountain soil imparts: flavors of iron, mineral and chalk. It's just a little hot in the finish, but not distractingly so. This is a very cleanly made wine, with no earthiness to it. As with all Seven Hills wines, it's built to age, though fine for near-term enjoyment. Editors' Choice."
228,7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,"A sophisticated blend of 35% Cabernet Sauvignon, 30% Syrah, 20% Merlot and 15% Cab Franc; the winery's top wine and very close to the quality of the phenomenal 2002.  The secret sauce here is the river rock on which the vines struggle to produce fruit. The results are evident; along with a few spots on Red Mountain, these rock-strewn Walla Walla vineyards have genuine terroir. This is densely layered with tart red fruits, framed in vivid acids and already showing its signature minerality."
231,8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6,"Tough, acidic and tight in youth, offering little in the way of richness. So tart, so minerally, so dry. A wine that demands time in the cellar. Should reward the patient after six years or so, to allow things to resolve so the cherry, cranberry and rhubarb flavors can transmogrify. It would not be surprising for this wine to develop bottle nuance for well more than a decade."
232,8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,6,"The deep-gold color shows how long this wine has been aging. Smoky, toasted baguette aromas lead to very rich flavors that taste almost sweet but are appetizingly dry. The fruit notes go from ripe white cherry at the base to vivid lemon and kiwi for top notes. A lavish, long finish echoes butter and apple butter flavors."
234,8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,"A beautiful Pinot Noir. Plays in the major leagues, with its refined texture and complex flavors of cherries, raspberries, licorice and sandalwood, with a long, spicy finish. The most notable feature is the structure. Feels so lush and fine, so delectable, so dramatic. This is one of the best Pinots available for drinking now."
235,7.2,0.63,0.0,1.9,0.09699999999999999,14.0,38.0,0.99675,3.37,0.58,9.0,6,"Always an interesting wine, and one that's made to drink with food. Dry and balanced, it shows flavors of blackberries, herbs and oak, with a soft, velvety mouthfeel. Made from all five of the traditional Bordeaux varieties, it should evolve over the next 6–8 years."
236,7.2,0.63,0.0,1.9,0.09699999999999999,14.0,38.0,0.99675,3.37,0.58,9.0,6,"This is a stacked Malbec-led blend, with pure blackberry, prune, cola and graphite aromas. It feels super healthy and ripped, with toasty black-fruit flavors topped with vanilla and peppery spice. The finish is toasty, dark and full of licorice. Only 500 cases were made. Drink now–2014."
237,7.2,0.645,0.0,1.9,0.09699999999999999,15.0,39.0,0.99675,3.37,0.58,9.2,6,"A truly grassy aroma leads to a fresh, herbaceous and crisp wine. To top its crispness, it also has some weight, wood flavors and a creamy core with a white pear texture. It could benefit from aging, at least three years, to bring out the inherent richness of the wine."
238,7.2,0.63,0.0,1.9,0.09699999999999999,14.0,38.0,0.99675,3.37,0.58,9.0,6,"This new Artist Series red is like a reserve version of the 2009 Palisade, with a similar blend—79% Cabernet Franc and 21% Cabernet Sauvignon. Tight and tannic, it has excellent structure and depth, with a black fruit note, and a mocha-flavored finish. The muscle is there to reward cellaring for up to a decade."
239,8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,"Delicious and immediately appealing with fresh strawberry and Bing cherry fruit, leading into sweet toasty oak and the precisely detailed tannins that characterize John Abbott's winemaking. The old vine fruit brings subtle grace notes as the wine moves through the palate—a dash of pepper, a whiff of herb, a brambly old vine finish with a hint of black tea."
241,12.0,0.38,0.56,2.1,0.09300000000000001,6.0,24.0,0.99925,3.14,0.71,10.9,6,"With Jean-Luc Thienpont of Château Valandraud acting as consultant, la Dominique is developing beautifully. Its tannins are rich, rounded, mingling with great black berry and spice flavors."
242,7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6,"One of the best values in the Le Moine lineup, this isn't all that dark, but don't let looks deceive you. The aromas are lovely, boasting hints of roses and violets, while the mouthfeel is supple. Picks up spice notes on the silky finish. Immediately delicious, but should hold 5–8 years. Imported by Vintus LLC."
245,7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,"From an estate vineyard next to Martha's and Opus One and just down the hill from Harlan, this Cab shows the true grace and harmony of its terroir. Well-ripened black currant fruit is framed in rich oak and offset by firm, sweet tannins."
248,7.7,0.53,0.06,1.7,0.07400000000000001,9.0,39.0,0.99615,3.35,0.48,9.8,6,"The beautiful Brunate cru is known for heavier, darker expressions of Nebbiolo and this wine does a wonderful job of showing off its territorial traits. Aromas here include coffee, hazelnut, wild berries, tar, leather and exotic spice. It's balanced and firm and will surely evolve favorably over the next decade."
249,7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,"Here's a bright, accessible but complex young Pinot Noir, appealing for its savory flavors of red cherry pie filling, cocoa, bacon, nutmeg and pepper. Elegantly crisp and silky now, it should develop for 4–6 years."
250,10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6,"A brooding, savory and smoothly textured wine, velvety more than silky, this offers black tea, truffle and high-toned cherry. The wine is named for sandstone, “mother rock” of the Goldridge soils that are so prominent where these vines dig down. Soft, it's also lengthy, a substantial and substantive bottling."
251,7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,0.9972,3.47,0.7,9.9,6,"This is styled in a relatively mature, slightly oxidized fashion. It's round and full-bodied, with lots of oily, buttered-nut flavors. But it is not at all tired or tiring; an underpinning of crisp apple keeps it lively and fresh in the mouth. It drinks very well right now, as if it had been cellared for four or five years."
254,7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,0.9972,3.47,0.7,9.9,6,"Lifted cherry and floral aromatics carry with them a hint of barrel char in this medium-bodied, elegantly styled blend of 51% Merlot, 17% Cabernet Sauvignon, 12% Petit Verdot, 11% Cabernet Franc and 9% Malbec. It's admirably supple and harmonious from start to finish. Drink now–2015."
268,6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,"As delicious and succulent as anything out there, with black currant, blueberry and chocolate flavors that are vastly deep and long on the finish. Fortunately, there's brisk acidity and fine tannins, and despite the luscious fruit and oak, it's dry on the finish. This blend of Syrah, Cabernet Sauvignon and Cabernet Franc is fully drinkable now."
269,11.5,0.18,0.51,4.0,0.10400000000000001,4.0,23.0,0.9996,3.28,0.97,10.1,6,"A dark, concentrated wine, very impressive. But with all this concentration, there is also sweet fruit, flavors of apricots that have been bottled in spirits. This is a lovely wine, with just a hint of mature, medicinal character. Imported by Premium Port Wines, Inc."
270,7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,"This is from a sub-division of the Corton vineyard, at the northern end of the Grand Cru. It shows both depth of flavor and freshness, a ripe wine that brings in delicious, appetizing acidity and spicy toast. It will obviously age, the nuts and secondary flavors still waiting to show, but as a fruitier style it will be ready in a year."
271,11.5,0.18,0.51,4.0,0.10400000000000001,4.0,23.0,0.9996,3.28,0.97,10.1,6,"This single-vineyard wine is a little plodding and direct now. It's dry and acidic, with high-toned flavors of cranberry and sour cherry candy that turn heavy and seemingly sweet as you swallow."
275,7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,"An immense and opulent wine, with a more mineral, citrus-driven backdrop. This is packed with flavors of tropical fruit, crisp green apple and citrus, with a toast and spice contrast. Give this 3-4 years of aging."
276,6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,"This is a perfect Petite Sirah to cellar. It defines the Napa ageworthy style, with its beautifully ripe but hard tannins, deeply ripe flavors and overall balance. The blackberry, blueberry, black currant, licorice and black pepper flavors need time for everything to come together. Hold until after 2013."
277,11.5,0.18,0.51,4.0,0.10400000000000001,4.0,23.0,0.9996,3.28,0.97,10.1,6,"This traditional blend of Cabernet and Shiraz has been enlivened in recent years with a touch of Malbec (9% this vintage). It's a full-bodied, richly extracted wine, featuring ample spice notes of cinnamon and clove to go with flavors of cola, coffee and dark-skinned fruit. Muscular and tannic;  try after 2010."
280,11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,"This is a very nice Cabernet that feels rich in the mouth, a wine that will have everybody remarking on its smooth, velvety texture. Taste-wise, it shows an olive tinge to the red and black cherry fruit, with a beautiful overlay of smoky oak. You can drink it now, with a good decant, and it should develop in the bottle over the next 6–9 years, if not longer."
286,12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,"Very rich and flamboyant, this Pinot immediately impresses for its complexity. Shows very dry flavors of black cherries, blackberries, wild blueberries and spices, with a briary, brambly mouthfeel. Quite tannic, and needs time. 2012 and beyond."
287,7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,"Delicious sparkling wine, dry, crisp and elegant. The bubbles are really tiny, giving the wine a silky mouthfeel, while the flavors are forward in raspberries and cherries, with a yeasty tang. As dry as the wine is, it shows a rich vein of honey on the finish. Drink now through 2010."
292,10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,"Mainly Cabernet Sauvignon, with some Franc, this opulent, flashy young wine is made solidly in the modern cult style. It's soft and rich in new oak, offering massive blackberries, currants, cassis, violets and smoky cedar wood. The tannins are firm, but not hard, giving the wine structural support through the long, spicy finish. Needs time to show its stuff. 2012–2018."
293,6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,"The winery sources this fruit from a vineyard near Hollister. It delivers aromas of bramble berry, espresso-dipped cherry and allspice. Cherry and chocolate power the palate, which also benefits from lifting mint, sagebrush and eucalyptus, finishing with chopped herbs."
294,13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,"This is a Pinot Noir meant to be aged. No question about it, from the citrusy acids to the sandy tannins to the somewhat awkward primary fruit flavors that desperately want to resolve with the oak. Packed with raspberries and cherries, the wine is completely dry and firm in minerals, and seems easily able to age for at least six years. Only 120 cases were produced."
300,7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,"Here's a subdued and elegant Brunello Riserva that plays its best cards on the quality of its aromas. There are fine and pristine notes here of forest berry, white cherry, cola and mesquite. The wine is soft and succulent with smooth, silky tannins."
301,11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,"93-95 Barrel sample. Open, opulent, generous wine, kept in check with spicy wood and acidity. The wine is ripe with delicious yellow fruit flavors."
305,10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,"Full-bodied, big-hearted, ripe and joyful, this is a welcoming, enticing wine. Flavors of green plums, nutmeg and fresh citrus are part of the pleasure. But so are the open, generous, almost opulent flavors."
307,10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6,"If Nuits-Saint-Georges has a gentler side when young (as a contrast to the normal firm tannins), this wine shows it. The tannins are certainly here, but the ripe fruit shines through more than balances that dryness. Fresh strawberries and red plums round this off."
308,10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,6,"Marion makes some of the best Amarone on sale today and this standout expression from the stellar 2004 vintage proves the point. The wine is thick, deliciously succulent and redolent of mature black fruit, spice, leather, chocolate and pipe tobacco."
309,7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6,"There's an exciting array of aromas on the nose of this wine, with honeydew melon, citrus candy and barely ripe cantaloupe gaining complexity thanks to fresh scents of chive, oregano and thyme. It's light and easy on the palate, with lots of yellow grapefruit freshness, a pithy edge and a singing acidity on the finish."
310,10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,"This is the first release of this designation. The vintage was warm and ripe, and the vineyard is hard by the Sonoma border but in Napa. It's an interesting wine. It shows the power and intensity of low-yielding vines, with explosive blackberry and cherry flavors, but maintains the silky elegance you want in Pinot."
311,7.9,0.53,0.24,2.0,0.07200000000000001,15.0,105.0,0.996,3.27,0.54,9.4,6,"Tightly structured, this is a dense wine. Packed with dry tannins, it is starting life as a firm wine. It is equally rich in fruit, a panoply of black plums and red currants. Drink this concentrated wine from 2026."
