,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
645,7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,7,"Full-bodied and well-structured, this is the rare New Zealand Pinot that warrants cellaring for a few years prior to enjoyment. Dusty earth, cedar, cola and plum notes mingle easily, but seem a bit reined in. Shows good length, auguring well for improvement over the next five years. Drink 2010-2018."
646,7.3,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,10.1,5,"Drawn down on the nose and showing a chemical edge to the berry fruit aromas. The palate is wayward and candied, with heavy plum and vanilla flavors. Creamy but dull on the finish, with a sticky, raisiny quality. Lacks focus and vitality."
647,8.3,0.845,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,4,"Syrupy and dense, this brings super-ripe blackberry fruit, mocha and butterscotch. What sets it apart from similar California efforts is that it retains natural acids and some lovely herbal highlights, so it's not just a hot, heavy, alcoholic date—the sort that breathes in your ear and leaves you exhausted but somehow unsatisfied. If you like big, brawny Zin, but want some structure along with it, this is a fine choice. Drink up."
648,8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,7,"From a famously mineral vineyard site, this wine does show a certain dusty, talcum-powder note of astringency on the finish. It also features modest apple, lemon and lime aromas and flavors reminiscent of pears and citrus. For a spätlese, it's on the dry side, its sugars balanced by crisp acids."
649,6.7,0.42,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,6,"Herbaceous and brambly on the nose and palate, Wölffer's Estate Merlot is concentrated in red plum and cherry fruit but lean in structure, with lively acidity and a softly tannic finish. It drinks well now, but it could benefit from decanting."
650,10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,5,"This vibrant and sophisticated Cuvée shows aromas of sourdough, yellow fruit, subtle notes of exotic spice and dried apricot. The mouthfeel is dense and creamy and the wine boasts impressive persistency on the finish."
651,9.8,0.88,0.25,2.5,0.10400000000000001,35.0,155.0,1.001,3.41,0.67,11.2,5,"From a great dessert wine year, this is packed with botrytis, unctuous in texture, rich and liquor-like. It is not for aging, but is delicious now."
652,15.9,0.36,0.65,7.5,0.096,22.0,71.0,0.9976,2.98,0.84,14.9,5,"Intense notes of crushed stone and slate permeate this stately off-dry Riesling. Pert lemon and tangerine flavors are zippy and fresh, but the wine is more a showcase for its brisk, stony style."
653,9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,6,"From the estate vineyard, this delicate effort offers tart, racy, pie cherry fruit flavor, wrapped in substantial acids. There's a kiss of light chocolate, and the overall balance is just right."
654,8.6,0.47,0.47,2.4,0.07400000000000001,7.0,29.0,0.9979,3.08,0.46,9.5,5,"A blast of chocolaty mint opens up this confected, somewhat conflicted Cabernet. And while the nose hints at sweetness, the palate is rather snappy and tannic, with lean, tart flavors of red cherries and plum skins. Fresh in feel but herbal and thin in terms of output."
655,9.7,0.55,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,9.4,5,"Tart strawberry fruit grabs the palate and doesn't let go; this is a straightforward, light, fruity Zin, with perhaps a whiff of pepper from the addition of 10% Syrah."
656,10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,5,"The blend includes old vine (1972 planting) Cabernet from Sagemoor, along with some Klipsun fruit and Seven Hills Merlot. This shows solid winemaking, excellent varietal character, and the structure to age gracefully. The tight cassis fruit is delineated with details of tarragon, rosemary and thyme."
657,12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,7,"90–92 The wine has acidity, fresh fruit flavors and some dark tannins. It is full of life, the tannins showing as a counterbalance to the fresh fruit."
658,7.2,0.52,0.07,1.4,0.07400000000000001,5.0,20.0,0.9973,3.32,0.81,9.6,6,"There's a grippy quality to this Cab, which has flavors of bright red cranberry, licorice and soy, along with ample structure and a soft finish."
659,7.1,0.84,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,11.0,4,"A lean, cool, initially austere wine, well balanced with red berry fruits and a poised elegant structure. The acidity gives great freshness to go with the structure, making a great food wine."
660,7.2,0.52,0.07,1.4,0.07400000000000001,5.0,20.0,0.9973,3.32,0.81,9.6,6,"Once the sulfur note blows off this young wine, the tart berry and cherry aromas and flavors wear cocoa and tobacco accents. On the tongue an even palate-feel and smooth texture please, and decent acidity supports the fruit."
661,7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,5,"This blend of Montepulciano (85%) and Sangiovese is perky and clean with a nice touch of acidity beyond forest fruit, cherry and light shadings of exotic spice. It's solid, simple and easy-drinking."
662,7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,6,"Entirely amber colored, this has taken on many qualities of a fine old tawny, boasting aromas of toffee and citrus peel, flavors that include nuts and maple syrup. The fruit is tired, but the wine still shows beautiful tawny character. Drink up."
663,10.1,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2,6,"Alluring scents of spring blossom, Spanish broom, crushed stone and ripe orchard fruit meld together in the glass. The medium-bodied palate is a bit rounder and juicer than previous vintages although it still retains elegance, offering white peach, green apple and juicy lemon drop alongside energizing mineral. Fresh acidity brightens the creamy flavors."
664,12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,10.2,5,"This has balsamic aromas of roasted black fruit, autumn leaf, coconut and oak. It feels big, fruity and a bit raw, with black cherry, dark plum and cassis flavors. The finish is dark, spicy and chocolaty. This is totally New World in style, aroma and flavor."
665,9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,9.7,5,"A well-made, fresh, fruity wine, straightforward but ready to drink. Light, forward fruits and sweet spice layer over dusty, woody tannins. The wine is ripe and developing well."
666,8.3,0.49,0.36,1.8,0.222,6.0,16.0,0.998,3.18,0.6,9.5,6,"Generic, mealy, bland and flat banana aromas and flavors. Not so bad that you can't drink it but impossible to get excited about."
667,11.3,0.34,0.45,2.0,0.08199999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,6,"A dark, meaty nose has hints of vanilla and dust, and this wine fills the mouth with a full body and dry but fine tannin. Despite being barrique aged the oak is not obvious, showing more graphite and tobacco leaf. There seems to be very little fruit at this stage, however, and an ashy finish adds an off note. Imported by North American Beverage Group."
668,10.0,0.73,0.43,2.3,0.059000000000000004,15.0,31.0,0.9966,3.15,0.57,11.0,5,"A mature, more traditional Spanish wine that's ready to drink. The nose mixes tomato leaf, mint and maturing berry aromas, while the starchy, grabby palate shows aging raspberry and strawberry fruit with ample leather and dryness. Caramel, vanilla and toast notes grace the finish."
669,11.3,0.34,0.45,2.0,0.08199999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,6,"94-96. Barrel sample. There is great freshness in this wine, which also has ample weight and complex, rich fruit. It's powered by acidity, remaining lively and bright, and is likely to age well."
670,6.9,0.4,0.24,2.5,0.083,30.0,45.0,0.9959,3.26,0.58,10.0,5,"With two-thirds Cabernet and a third Merlot, this is classic Paso Bordeaux, a ripe, fruity wine that's soft in acids and tannins. But it's fully dry, which lets you appreciate the blackberry, cherry and new oak flavors."
671,8.2,0.73,0.21,1.7,0.07400000000000001,5.0,13.0,0.9968,3.2,0.52,9.5,5,"Oh, how good this wine smells, like a garden in June, or a basket of freshly picked fruits dusted with spice, or wild honey drizzed over toasted macadamia nuts. This isn't a wine to ponder over, it's to enjoy with grilled shrimp on a skewer with roasted red peppers and onions."
672,9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53,9.5,5,"A first rate Zinfandel. It shows the classic structure, dryness and tannins of a fine Napa Valley Cabernet, yet the pepper, baking spice and wild berry fruit and currant flavors are uniquely Zin. And look at that alcohol, under 14%. Drink this robust, complex wine with steaks, beef stew, tamales."
673,8.2,0.73,0.21,1.7,0.07400000000000001,5.0,13.0,0.9968,3.2,0.52,9.5,5,"Standard berry and cherry aromas are clean and round, while the palate is full and honest, with medium tannins and controlled acidity. For basic Merlot it's nice because there's sweetness, ripe fruit flavors, cola and juicy snap to the finish."
674,10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,6,"A light, easy quaffing wine that typifies the Pinot Grigio available in the U.S. market, offering modest apple, peach and citrus flavors. It's cleanly made and priced right for the quality."
675,9.3,0.41,0.39,2.2,0.064,12.0,31.0,0.9984,3.26,0.65,10.2,5,"A fresh, uncomplicated wine, made and sold in large quantities. There is sweetness, along with clean, easy lemon fruits and a touch of acidity. Don't think, drink."
676,10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,6,"Mendocino's Anderson Valley is one of the best sources of Gewürztraminer in California, and this polished bottling shows why. The wine is brisk and clean, with potent flavors of tropical citrus fruits, flowers and a wild array of Asian spices, all wrapped into a creamy texture. It's a little sweet on the finish."
677,8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,5,"This rich selection is made from the Dão's own white grape, Encruzado. It is a smooth, lime- and orange-flavored wine that's touched by toast and lifted by acidity. It's food-friendly, textured and layered with fruit and light tannins."
678,8.3,0.78,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,10.0,5,"Burnt smelling at first, and tart throughout, with pie cherry and raspberry aromas and flavors. There's not much to measure here; the wine runs sour and tastes mostly of red fruit skins and citric acid. 65% Tempranillo and 35% Garnacha."
679,10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,5,Extra Dry Prosecco offers a delicate touch of sweetness and makes a great companion to spicy finger foods or appetizers. Bellussi's expression easily fits the bill and adds pretty aromas of stone fruit and dried grass along the way.
680,13.3,0.43,0.58,1.9,0.07,15.0,40.0,1.0004,3.06,0.49,9.0,5,"A fine example of how integrated the Xinomavro grape can be. Earthy, Mediterranean nosings of eucalyptus, olive and clove lead into balanced, simply attractive flavors of spice and fruit that are robust but refined. A great choice for a spiced meat entree—think grilled lamb kebabs. Tannic but smooth."
681,8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,6,"Perfectly salmon pink in color, this blend of half-Sangiovese, half-Barbera, is light and refreshing, with bright flavors of watermelon, cherry and mint. Just the tiniest bit ripe, yet finishing dry, it's long lasting and satisfying, a good call for a summer's day."
682,8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,9.8,5,"Few Cabernets in the world are this ripe. It floods the mouth with sweet, soft blackberry and cherry flavors, complicated with notes of currant, oak and a spicy, exotic hint of plum sauce. You can taste the California sun in every sip. Drink it now for its fruit."
683,8.1,0.78,0.23,2.6,0.059000000000000004,5.0,15.0,0.997,3.37,0.56,11.3,5,"This red starts with a gorgeous nose of anise, mint, spicebox and pepper, followed by more delicate, food-friendly black fruit and spice. Approachable and easydrinking, the wine has a softer touch that allows it to be paired with everything from beef stew to lighter fare."
684,9.8,0.98,0.32,2.3,0.078,35.0,152.0,0.998,3.25,0.48,9.4,5,"Fresh and easy, this shows bright berry aromas, with subtle touches of forest floor and bramble. This should pair well with barbecued pork or grilled hamburgers."
685,8.1,0.78,0.23,2.6,0.059000000000000004,5.0,15.0,0.997,3.37,0.56,11.3,5,"This is an irresistibly delicious Pinot Noir. It shows the virtues of the vintage through flashy flavors of black cherry pie filling, red currants, cherry liqueur, orange zest, mocha, vanilla and cinnamon spice, wrapped into lush, silky tannins and brightened by firm acidity. Complex and compelling."
686,7.1,0.65,0.18,1.8,0.07,13.0,40.0,0.997,3.44,0.6,9.1,5,"Brutal heat didn't do a lot for Mas La Plana in 2003. While still a worthy wine, this one shows some green on the nose and palate, while the balance is weightier than normal. In its favor, there's bold blackberry and a touch of cola on the palate. Good but not up to the wine's usual high standards."
687,9.1,0.64,0.23,3.1,0.095,13.0,38.0,0.9998,3.28,0.59,9.7,5,"Slightly odd-scented nose with hints of pipe tobacco, grapefruit, green apple and herbs. Better on the palate with green pear, faint apple, pineapple and herbal notes in a tart, lean framework. Pleasant hints of oak show up on the finish."
688,7.7,0.66,0.04,1.6,0.039,4.0,9.0,0.9962,3.4,0.47,9.4,5,"Strongly flavored, with jammy raspberry and cherry pie flavors accented with sweet vanilla, cinnamon spice and smoky cedar wood. A good, tasty Pinot Noir meant for drinking soon."
689,8.1,0.38,0.48,1.8,0.157,5.0,17.0,0.9976,3.3,1.05,9.4,5,"This Sangiovese (60%)-Shiraz (40%) blend has dried-spice aromas and plum flavors. There's a vanilla-mocha accent, as well as an interesting almost orange/citrus one. Tannins will easily cut through an extra-cheese pizza. Imported by Robert Whale Selections Inc."
690,7.4,1.185,0.0,4.25,0.09699999999999999,5.0,14.0,0.9966,3.63,0.54,10.7,3,"Terre del Cereolo is a very spicy and smoky expression of Recioto that shows oak-driven notes of clove, tobacco, blackberry and plum. The wine delivers its natural sweetness in the mouth as well as firm, biting tannins at the end."
691,9.2,0.92,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,9.8,5,"Here's a reserve that really does merit its special designation. Made from 90-year-old vines that likely contain varieties other than Zinfandel, the wine is rich and complex. Delivers all the wild, brambly Zin quality you want, with tiers of blackberries, cherries, cassis, cherry liqueur, tobacco, vanilla and peppery spice flavors that go on and on in the finish. This is an exceptionally well-balanced Zin that's best in its flashy youth."
692,8.6,0.49,0.51,2.0,0.42200000000000004,16.0,62.0,0.9979,3.03,1.17,9.0,5,"This defines mainstream, affordable Chardonnay via its soft apple, pear and pineapple bouquet, pleasing mouthfeel and nice, lightly sweet blend of fruit, butter and spice elements on the palate and finish. Best Buy."
693,9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,5,"This smells rubbery and like cured meat, and it's not very fruity. It clunks across the palate with squeaky tannins, a lot of weight and foresty, herbal plum flavors."
694,9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,5,"Tommasi's ripasso opens with ripe fruit tones, inky concentration and thick aromas of spice and smoke. The wine tastes round and soft on the palate and ends with tight, gripping firmness. Imported by Rolar."
695,5.1,0.47,0.02,1.3,0.034,18.0,44.0,0.9921,3.9,0.62,12.8,6,"A hugely rich wine, packed with dried fruit flavors and spice from aging in American oak. This is a dense blend of Aragonez, Trincadeira and Cabernet Sauvignon, merging well together, the Cabernet giving structure, the other grapes the rich, smooth texture and black fruits."
696,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6,"Picked quite ripe, the resulting wine features mainly melon and fig aromas and flavors, with very little grassiness in evidence.  Crisp acidity on the finish provides the vivacity needed to pair with oysters or clams."
697,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6,"The nose on this wine is a bit flat, showing hints of cherry, cola and iron. The palate is not varietally typical, with tarry and sour red fruits, and quite a bit of textural grip."
698,9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,9.7,5,"Much better than a bottle previously reviewed, this medium-bodied kabinett bears hints of kerosene and slate on the nose, then opens to reveal lime, apple and honey flavors. Good length on the finish, but also a hint of bitterness. Imported by Valckenberg International, Inc."
699,11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,6,"Spice and blackberry jelly fruits give a wine that has attractive fruity, ripe Cabernet tannins, acidity, but not a huge structure. There is great freshness, but maybe the wine as a whole is a little lean."
700,10.6,1.02,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,10.1,6,"Inky, opaque and tight, this wine offers a bouquet of black fruits and toast. Though the mouthfeel is full and supple, it is presently very closed and yields scant flavor definition beyond the presence of a very good depth of dark fruits and well-charred oak. Finishes dry, with somewhat more discernable blackberry and vanilla notes and moderately puckering tannins. Best for keeping; try in two-plus years."
701,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6,"With mid-summer comes the annual release of J's nonvintage Cuvée 20. This year's bottling is richer than last year's, and offers broad citrus, raspberry, vanilla and yeasty brioche flavors. The wine feels clean, vibrant and smooth."
702,7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,6,"Cuatro implies four grapes blended together, and the nose on this Tempranillo/Cab/Merlot/Syrah mix is a bit leathery and tight. In the mouth, it's linear and borderline lean, with plum and bramble flavors backstopped by tomato and herb notes. Juicy, intense and solid, but not overly generous or evolved. Typical Somontano red wine."
703,7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,4,"The Eyrie reserve is a single vineyard selection from the estate's oldest vines, planted between 1967 and 1973. The longevity of these wines is a proven fact; they evolve (and generally improve) for decades. This is already delicious, smoky, almost ethereal, with truly Burgundian finesse and depth. This wine, as much or more than any other, expresses the potential of Oregon Pinot Noir to approach the majesty of fine Burgundy."
704,9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,4,"Long extended veins of bramble and dried herb lend depth to this intensely concentrated Spätburgunder. Youthful and primary, the palate bursts of rich black cherry and berry, but soft tannins and brisk acidity invigorate the finish. It's luscious and forward yet refined. Drink now through 2020."
705,8.4,1.035,0.15,6.0,0.073,11.0,54.0,0.9990000000000001,3.37,0.49,9.9,5,"A well-behaved Chard with a streak of minerality that uplifts the apple and peach flavors, as well as lees and oak. Finishes a bit rough and earthy, with tobacco leaf acidity."
706,7.0,0.78,0.08,2.0,0.09300000000000001,10.0,19.0,0.9956,3.4,0.47,10.0,5,"Aromas of underbrush, tobacco leaf, leather, wild berry and a balsamic note take the lead. The palate offers juicy Morello cherry, black raspberry, licorice and sage alongside rather astringent tannins."
707,7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,10.5,5,"This wine is floral and spicy on the nose, but lacks the richness on the midpalate to fully support those ambitions. The result is a highly perfumed but modestly flavored wine with medium body and a dusty finish. Drink now."
708,7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61,11.6,6,"Deep and dark as night, with a lake's worth of cassis and black fruit aromas. There is no interference here; just pure, big-boned, modern-style Tempranillo flavors of currants, blackberry and soft, cuddly oak. Finishes with cream and coconut, but length and power as well. Hold until late 2010 and drink through 2015."
709,9.7,0.31,0.47,1.6,0.062,13.0,33.0,0.9983,3.27,0.66,10.0,6,"Soft and pliable in body, it has gentle citrus hints and crisp acidity."
710,10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57,10.1,5,"Nice on the bouquet, with aromas of licorice, tobacco, earth, mineral and solid berry fruit. The palate is a blend of power and smooth tannins, and the flavors of black fruit tilt toward fleshy, with buttery oak as an accent. A little flat on the finish, with herbal notes, toast and fig spread. Ready to drink."
711,8.9,0.565,0.34,3.0,0.09300000000000001,16.0,112.0,0.9998,3.38,0.61,9.5,5,"Made by Kevin O'Brien at Kangarilla Road winery, but this is not as enjoyable as that brand's wines. This one offers confected aromas, and tangy, acidic berry flavors. Simple and entry-level."
712,8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45,9.4,5,"Hard to appreciate, with its bite of acidity and jammy flavors. Good and dry, but this Cabernet lacks the richness and complexity you expect from Oakville."
713,8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,5,"Like biting into a peach, this bargain-buster has intense peach and yellow fruit flavors with a dry, pithy edge. Touches of butter and spice suggest oak, while grassy notes and acid give it backbone. Beyond an aperitif, this wine has the stuffing to stand up to many a chicken dish."
714,9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51,9.8,5,"A blend of Chardonnay, Pinot Grigio, Gewürztraminer and Sauvignon, this aromatic white opens with a deeply-floral bouquet of rose, honeysuckle, salvia and white peach. Crisp acidity helps pull it together in the mouth."
715,7.2,0.49,0.18,2.7,0.069,13.0,34.0,0.9967,3.29,0.48,9.2,6,"Cassis and fresh berry start off the nose, and are quickly enveloped by menthol aromas. In the mouth there is a hint of sweetness, but otherwise menthol and tannins prevail."
716,8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,5,"Tasted at a little more than a year of age, this Pinot Noir is a bit brusque. It should have been held back for another six months, to let the tannins, fruit and oak knit together. With very rich black cherry, black raspberry, cola and sweet smoky oak flavors, it should begin to resolve by late Fall 2010, and provide pleasant drinking for another 3–4 years."
717,7.6,0.46,0.11,2.6,0.079,12.0,49.0,0.9968,3.21,0.57,10.0,5,Lean but enjoyable with straightforward lemon citrus and green plum aromas and flavors. Drink now.
718,8.4,0.56,0.04,2.0,0.08199999999999999,10.0,22.0,0.9976,3.22,0.44,9.6,5,"Syrupy and dense, this is a burly wine, soft but powerful, that keeps coming back to the theme of blackberry syrup. Velvety tannins buoy the midpoint, before it finishes in a burst of intense ripeness."
719,7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,5,"While the aroma is a touch earthy, the flavors in this full-bodied and plush-textured wine resemble honey, peach and almond. With a hint of sweetness to round out the mouthfeel, this could be a good match for a wide variety of cheeses."
720,8.4,0.56,0.04,2.0,0.08199999999999999,10.0,22.0,0.9976,3.22,0.44,9.6,5,"This has an edge, a frame of herb and skin flavors that tightens the mouthfeel. Green pineapple, cilantro, cucumber and lemon verbena are in play, with a penetrating attack and a pleasantly soft finish. The wine has a density that somehow recalls extra-virgin olive oil."
721,8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,5,"With the extra concentration from the low-yielding old vines, this is a dense wine, with its acidity contrasting the rich red fruit. It is round and smooth, with well-integrated tannins and a soft, fruity finish."
722,7.6,0.42,0.08,2.7,0.084,15.0,48.0,0.9968,3.21,0.59,10.0,5,"With lots of acidity and seemingly sweet lime, pineapple and tropical fruit flavors, this Sauvignon Blanc has a sweet-sour taste, like Life Savers candy."
723,7.1,0.31,0.3,2.2,0.053,36.0,127.0,0.9965,2.94,1.62,9.5,5,"Light, airy, tropical and very nice for an under-$10 Argentine Chardonnay. The nose is nice and easy, while the flavors of orange, melon and lychee are tropical but seem right for the wine's body and acidity. Easygoing as they come, with a hint of sweetness on the finish."
724,7.5,1.115,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6,11.2,4,"Hazyblur has coaxed some expressive fruit out of the often recalcitrant Pinot Gris grape. There's lemon and pear here, set against a backdrop of almond and spice. Soft and light, this is one to serve poolside."
725,9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.9976,3.29,0.55,10.4,5,"Named after Eleanor Finlayson, the late matriarch of the former owners of the estate, this Chardonnay has a stately, timeless character that gives it extra appeal. Aromas of citrus, apple and vanilla are followed by flavors of vanilla, spice, melon and fresh Chardonnay fruit. Round, medium-bodied and layered, it's a wine to linger over."
726,8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,6,"This Pinot would have benefited from being held back before release at the age of one year. It shows a certain immaturity, with primary fruit flavors that are unintegrated with the oak. But it's rich and opulent. Give it until late 2009."
727,6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,5,"Ripe, fruity wine, pushing at the tropical fruit end of the spectrum. The flavors are creamy, touched by wood, and deliciously ripe. Age for a year."
728,6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,5,"This is the top cuvée from Sainte-Roseline (you can tell from the weight of the bottle). It has power, a smooth texture and a rounded aftertaste. The red fruits are well integrated into the rich texture. It would be worth aging this until the end of 2014."
729,6.4,0.865,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49,12.7,6,"Burgundy purists might turn up their noses, but that's their loss, as Forrest's 2007 Pinot Noir offers a lush, round mouthful of black cherry fruit, providing ample drinking pleasure. Coffee and vanilla nuances are testament to its oak-derived complexity, helping the wine go down easily. Drink now."
730,9.5,0.55,0.66,2.3,0.387,12.0,37.0,0.9982,3.17,0.67,9.6,5,"Shows beautiful spice hints of anise and clove on the nose, along with a floral hint that adds to the ripe black-cherry flavors. Supple and round in the mouth, this is ready to drink now but should easily hold 3–5 years."
731,8.9,0.875,0.13,3.45,0.08800000000000001,4.0,14.0,0.9994,3.44,0.52,11.5,5,"Campo de Borja can produce some strange wines, and at the head of the class would be this rooty, tomato-laden wine that's at one point sweet but then bland and cooked at the next. A varietal Garnacha from a hot vintage that just isn't worth the price."
732,7.3,0.835,0.03,2.1,0.092,10.0,19.0,0.9966,3.39,0.47,9.6,5,"Aromas of red berry, grilled herb, oak-driven spice and a balsamic note lead the nose on this. The palate is still tight and closed but eventually gives up raw cherry, strawberry, sage and espresso alongside assertive, raspy tannins. Let the tannins soften a bit and then drink up before the fruit fades."
733,7.0,0.45,0.34,2.7,0.08199999999999999,16.0,72.0,0.998,3.55,0.6,9.5,5,"A soft, open wine, giving wood and yellow fruit flavors followed by light acidity. The initial effect is somewhat dilute, but the wine does show more fruit character as it opens up."
734,7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62,9.3,5,"Sweet and ripe in jammy cherries and blackberries, and framed in sweet, rich tannins, this Cabernet seems a bit direct and unidimensional now. It could be going through an awkward period of bottle blues, from which it could emerge after 4–6 additional years. After that, the score could rise considerably, but right now, it's somewhat candied and rustic."
735,7.7,0.965,0.1,2.1,0.11199999999999999,11.0,22.0,0.9963,3.26,0.5,9.5,5,"More mineral, perhaps even crystalline, in style compared to Thörle's Saulheimer Probstey Silvaner, this elegant bottling showcases pristine grapefruit and tangerine flavors. It's full bodied yet silky, uplifted by a swathe of freshly cut grass and mint that lingers long on the finish."
736,7.7,0.965,0.1,2.1,0.11199999999999999,11.0,22.0,0.9963,3.26,0.5,9.5,5,"Very soft wine, with honeyed apples and light acidity. The wine is already showing signs of maturity, with an opulent texture and only a hint of perfumed acidity."
737,8.2,0.59,0.0,2.5,0.09300000000000001,19.0,58.0,1.0002,3.5,0.65,9.3,6,"A soft and fruity dessert wine, not overly sweet, but overflowing with peach and apricot flavors, underscored by orange and lime zest. Imported by USA Wine West."
738,9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.9983,3.1,0.56,9.2,5,"The Matariki Sauvignon Blanc has changed over the past six years, going from a ripe, stone-fruit style to the current, more herbal and citrusy version. This vintage starts off with a smoky, fumé-like note, then adds flavors of white grapefruit and fresh herbs. Drink now."
739,9.0,0.69,0.0,2.4,0.08800000000000001,19.0,38.0,0.9990000000000001,3.35,0.6,9.3,5,"This cofermented field blend is 60% Tannat and 40% Malbec. It's big, black, bold and captivating, with rich blackberry and boysenberry fruit. The tannins are grainy and flecked with graphite, and there's a suggestion of mocha throughout. This might fool some tasters if it were to be tossed into a blind tasting of high-octane Sonoma Zinfandels."
740,8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,6,"A very nice wine that takes the variety's rustic nature and elevates it into elegance, at a good price. The wine is dry and soft, with rewarding red berry, currant, mocha and dusty spice flavors."
741,9.2,0.53,0.24,2.6,0.078,28.0,139.0,0.9978799999999999,3.21,0.57,9.5,5,"Off-dry and spicy, with underlying peach and grapefruit flavors. There's plenty of acid; maybe just a bit too much unless that's your style. Only a somewhat thin, chalky finish keeps the score from ratcheting up a notch or two."
742,6.5,0.615,0.0,1.9,0.065,9.0,18.0,0.9972,3.46,0.65,9.2,5,"This 100% Viognier shows the variety's exotic side, with delicious tropical fruit, citrus, pear, melon, lychee and smoky oak flavors. It's a bit one-dimensional, but appeals for its fresh acids and richness."
743,11.6,0.41,0.58,2.8,0.096,25.0,101.0,1.00024,3.13,0.53,10.0,5,"Smoke and leather tack-room scents and flavors, making for a sharp, short, fruitless wine."
