,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
1793,7.4,0.35,0.31,17.95,0.062,42.0,187.0,1.0002,3.27,0.64,9.1,5,"Big, oaky and toasty on the nose, and then zesty and pithy in the mouth, with citrus, tangerine, lemon and not much else. Call it a one-trick pony and get ready for citrusy flavors and little variation on that theme. The good thing is, for a Maule Chard it plays its hand right."
1794,6.6,0.37,0.24,2.0,0.064,23.0,120.0,0.9946,3.32,0.54,9.4,5,"A fabulous bottling from one of West Paso's most beautiful vineyards, this blend of 54% Grenache, 22% Mourvèdre, 18% Syrah and 6% Tannat shows aromas of fresh black cherry, dried mint and fudge on the well-integrated nose. Black plum, soy, pencil lead, condensed teriyaki, lilac and violet flavors unfold on the delicious palate."
1795,6.7,0.37,0.41,6.3,0.061,22.0,149.0,0.9953,3.16,0.47,9.6,6,"Aromas of mature black berries, prune toast and tilled earth lead the nose on this savory wine. The succulent, easygoing palate doles out crushed blackberry, Morello cherry, dried plum and clove alongside supple tannins. It closes on a note of bitter almond."
1796,7.1,0.37,0.32,1.4,0.037000000000000005,27.0,126.0,0.9918,3.19,0.62,12.0,5,The pure scent of freshly picked strawberries is as enticing on the nose as it is on the palate. The gentle flavors are supported by bright lemony freshness and a frothy fizzy mousse that accentuates the purity of these primary flavors perfectly. All of this spells lightness and ease. The finish is dry and full of strawberry notes.
1797,6.9,0.25,0.27,9.05,0.039,37.0,128.0,0.9936,3.27,0.34,11.3,8,"Bright and fresh, this is a totally fruity wine with a more serious edge at the end. Red cherries push through the crisp acidity that offers a zingy texture. The touch of minerality in the 40-year-old vines from the Chapoly vineyard granite soil gives an austere, structured aftertaste."
1798,6.8,0.23,0.29,15.4,0.073,56.0,173.0,0.9984,3.06,0.41,8.7,6,"Perbruno is a beautiful Syrah from central Tuscany that showcases loads of elegant spice and cinnamon backed by blueberry, cherry and sophisticated oak renderings. Pair this wine with succulent steak and green pepper cream sauce."
1799,6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,6,"This is on the ripe side of the Sauvignon spectrum, with scents of honey and marmalade on the nose and flavors of ripe citrus, touches of stone fruit and hints of currant on the palate. It's simply fruit-driven, but satisfying nonetheless. Drink now."
1800,7.6,0.3,0.22,10.2,0.049,57.0,191.0,0.9966,3.08,0.4,9.3,6,"A quiet wine, this Viognier offers light scents of golden apple, white stone fruit and herb. With its medium weight and pliant, lithe mouthfeel, it would make for an ideal apéritif."
1801,9.4,0.16,0.23,1.6,0.042,14.0,67.0,0.9942,3.07,0.32,9.5,5,"This wine's wild raspberry, mace, composting violets, kola nut and musk hints make for a very pretty but extremely complex nose. Fermented with 30% whole clusters, it's energetic on the palate, with dark cranberry and sharp raspberry flavors enhanced by allspice and anise. It has a very long finish."
1802,6.8,0.23,0.29,15.4,0.073,56.0,173.0,0.9984,3.06,0.41,8.7,6,"Intensely crisp with a strong lemon and orange zest character, this is a ripe, tight wine with hints of honey and a steely, mineral aftertaste. It will be better from the end of 2015."
1803,6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,6,"Light and floral, this is a complex, well-integrated Chardonnay that's bursting in just-sliced pineapple, with a layering of butterscotch and caramel. It's richly textured yet nicely balanced between savory and sweet. The acidity upholds the wine from entering into dense territory, a celebration of one heck of a sunny vintage in a glass."
1804,7.6,0.3,0.22,10.2,0.049,57.0,191.0,0.9966,3.08,0.4,9.3,6,"Subtle aromas of grapefruit, citrus zest and kiwi float out of the glass. The radiant palate is more expressive, doling out juicy yellow peach, honeydew melon, nectarine and sage. A mineral note backs up the finish."
1805,7.5,0.33,0.39,12.4,0.065,29.0,119.0,0.9974,3.16,0.39,9.4,5,"It's rare to find such a full-bodied red from the same region as Vinho Verde. This ripe and juicy wine is packed with delicious velvet plum flavors. There is acidity, but the wine is so sweet and soft. Drink over the next year."
1806,7.6,0.38,0.2,3.4,0.046,9.0,116.0,0.9944,3.15,0.41,9.4,5,"Smoky leather and cigar make for a formidable entry on the nose before huge, layered tannins rise to the fore. A balance of acidity and brightness lurks beneath the weight, rounded by succulent blackberry and black cherry. Cellar through 2022."
1807,8.8,0.2,0.43,15.0,0.053,60.0,184.0,1.0008,3.28,0.79,8.8,6,"An onion skin pink is an attractive start to this fresh, red fruited wine. It is crisp, but not bone dry, having a soft texture. There is a fine balance of acidity of fruit, giving a light-bodied wine good as an apéritif."
1808,7.5,0.33,0.39,12.4,0.065,29.0,119.0,0.9974,3.16,0.39,9.4,5,"This amped-up vintage of the Merlot-dominated, BFM Bordeaux-style red tops 15% alcohol, but seems a bit contrived. Aggressive vanilla and tobacco flavors cover up the nuanced highlights found in past BFM vintages, and the base of black cherry fruit carries a root beer finish. Not that it isn't a tasty drink—it is—it's just less interesting than before."
1809,8.8,0.2,0.43,15.0,0.053,60.0,184.0,1.0008,3.28,0.79,8.8,6,"Quilceda's Palengat is now a proprietary blend, not a strict Cabernet as before. You can smell the violets amidst nicely layered aromatics, built upon layers of black fruits, cassis and dark, smoky elements. Smoke, earth, coffee, a hint of iron and rock continue into the midpalate, which loses a little density as it moves through the finish. That may be a reflection of the young-ish (7 to 10 year old) vines."
1810,6.6,0.36,0.21,1.5,0.049,39.0,184.0,0.9928,3.18,0.41,9.9,6,"The Russian River Valley makes some of the state's greatest Sauvignon Blancs, in the right hands, and when those hands are Merry Edwards', you can be sure of what you're getting. The wine is dry and crisp in mouthwatering acidity, with citrus and lemongrass flavors that have richer tones of tropical fruits. It feels vibrant, elegant and complex in the mouth, a wine to savor over multiple glasses."
1811,7.6,0.38,0.2,3.4,0.046,9.0,116.0,0.9944,3.15,0.41,9.4,5,"Clean and easy lines of sea salt, pan-fried nectarine, light honeysuckle and a hint of sweet chive show on the nose of this bottling. The rounded mouthfeel brings forth flavors of buttered apples, salted pear slices and lemon curd, and there is a tannic tension that binds it all together."
1812,5.6,0.46,0.24,4.8,0.042,24.0,72.0,0.9908,3.29,0.37,12.6,6,"Underbrush, tilled earth, leather, ripe berry and a whiff of baking spice aromas meld together on this fragrant wine. The savory, refined palate offers juicy wild cherry, crushed raspberry, licorice and a tobacco note framed in firm, polished tannins. Drink through 2020."
1813,7.2,0.15,0.38,1.2,0.038,18.0,110.0,0.9917,3.19,0.43,11.1,6,"Rooty initial aromas veer toward animal and stalky berry fruits as this unfolds. Raw, hard and leathery in feel, this turns out to be low on ripeness as leafy, stalky flavors take over before ending salty, with firm tannins."
1814,8.2,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,7,"This is a balanced wine, with soft ripe flavors and a hint of bottle aging. The red fruits are still there, integrated refreshingly with the acidity while moving gently towards a more toasty future. The wine is very ready to drink."
1815,6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,0.53,12.0,6,"Soft scents of white flowers and honeysuckle grace the lemon-lime and green apple fruit tones on the nose and mouth. It's well-balanced and accessible, with bright, citrusy acidity and a touch of pithy texture to the close. Drink now–2018."
1816,6.7,0.27,0.3,13.9,0.028999999999999998,34.0,131.0,0.9953,3.36,0.5,12.0,7,"This is a honeyed wine, full of tropical fruits. It is rich, somewhat heavy and clumsy, but acidity surfaces through the midpalate. It's a wine that can be aged, although ready to drink now."
1817,7.2,0.5,0.0,0.8,0.034,46.0,114.0,0.9932,3.19,0.34,9.2,4,"There's a pleasantly light, silky texture on this pretty rose-gold colored blend. It has rich flavors of red cherries, persimmons and spices. One thing to know is that it's quite sweet, like sugared tea."
1818,6.0,0.26,0.29,1.0,0.032,27.0,96.0,0.9896,3.38,0.44,12.3,6,"This slightly disjointed wine brings a lot of good things to the table which should integrate with time. For now, there's mushroomy complexity, candied cherry fruit, tart acids and a long, warm finish. Drink 2016–2020."
1819,6.8,0.33,0.28,1.2,0.032,38.0,131.0,0.9889,3.19,0.41,13.0,6,"This is a Cabernet Sauvignon-based blend aged for almost two years in about half new French oak. It's a structured, tannic wine, true to its Cabernet Sauvignon roots, and the herbal tendencies of Cab Franc."
1820,6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,0.53,12.0,6,"Recommended with caution. The sample this note is based on was weighty and smooth, with apple and floral notes and then an almosty buttery palate with baked apple and citrus flavors. Oddly, it's a soft, ripe wine that's fading and not showing much Sauvignon Blanc typicity."
1821,7.4,0.29,0.31,1.7,0.035,23.0,110.0,0.9926,3.07,0.38,10.9,5,"Soft, plump and fruity, this pleasing, pure Washington Merlot pushes black cherry, coffee and baking chocolate flavors into a roundly accessible wine with no rough edges at all. It's a quaffer with cojones."
1822,8.2,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,7,"This offers earthy aromas of tobacco leaf and mushroom, along with ripe blackberry and raisin notes. The rich, round palate delivers plum, prune, black pepper and graphite notes alongside a welcome freshness that lifts the palate and adds finesse."
1823,7.3,0.19,0.24,6.3,0.054000000000000006,34.0,231.0,0.9964,3.36,0.54,10.0,6,"A strongly perfumed wine, this is soft and just off-dry in character with some sucrosity. Crisp, fresh berry fruits are laced with acidity and finished with orange zest."
1824,6.5,0.32,0.12,11.5,0.033,35.0,165.0,0.9974,3.22,0.32,9.0,5,"Juicy and savory, this boasts aromas of baked cherry pie, dried rose, leather, dark baking spice and a whiff of menthol. The rich, chewy palate offers juicy black cherry, orange zest, crushed strawberry, white pepper and cinnamon alongside big, ripe tannins and surprisingly fresh acidity for the hot vintage. Drink through 2026."
1825,7.1,0.32,0.4,1.5,0.034,13.0,84.0,0.9944,3.42,0.6,10.4,5,"You'll find some fancy elegance in this dry, balanced Cabernet. It's full bodied and tannic, as you expect a Cab to be, and offers a burst of fresh blackberry and cherry fruit. Good price for the quality."
1826,6.5,0.32,0.12,11.5,0.033,35.0,165.0,0.9974,3.22,0.32,9.0,5,"Like the label says, this Viognier is sweet, with honey, apricot, orange and vanilla cream flavors, brightened with fine acidity. Give it more concentration, and the score would soar. Still, it's a very nice dessert wine for the price."
1827,7.3,0.19,0.24,6.3,0.054000000000000006,34.0,231.0,0.9964,3.36,0.54,10.0,6,"Rounded and soft, this is a red-fruited wine. There is a strong element of spicy wood lending dryness and a cinnamon note, which goes well with the young, bright fruits and acids."
1828,7.3,0.17,0.23,6.3,0.051,35.0,240.0,0.9963,3.36,0.54,10.0,6,"This wine is straight down the fairway, clean and simple with medium to full bodied yellow apple notes and a touch of residual sugar."
1829,7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,7,"Rhubarb and cranberry fruit, along with a touch of red apple suggests minimal ripening. It's a tangy, pleasant wine, light and optimal for near-term drinking with simple poultry dishes."
1830,7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,7,"Hatched from the modern model, this dark, oaky Tempranillo is saturated in color, with flush, potent aromas of boysenberry, wood spice and lead pencil. It's lively and bringing the volume, while flavors of charred, savory blackberry and barbecue end in a crusty tasting finish with some heat. Drink now through 2018."
1831,7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,7,"Quite deep and brooding on the nose, this blend of Syrah, Cabernet Franc and Merlot shows mocha, blood, blueberry, smoke, loam and gingerbread on the nose. The showy, ripe purple fruit is restrained by a lava-rock minerality, oregano herbals and cedar tannins that give a grippy texture."
1832,7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,7,"This is harder than the 2008, which was released at the same time, but it shows real Napa elegance. The tannic toughness tells you to decant it for a few hours, which makes the blackberry and cassis flavors become more expressive."
1833,7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,7,"This opens with aromas of black berry fruit along with more rustic notes of game and a whiff of barnyard. The palate offers up crushed black cherry, toast, black pepper, espresso and vanilla alongside oak extract. The brooding, astringent tannins need time to integrate fully. Drink after 2020."
1834,6.4,0.21,0.3,5.6,0.044000000000000004,43.0,160.0,0.9949,3.6,0.41,10.6,6,"Heady white florals and tropical fruit perfume this charming Gewürztraminer. Full bodied and luscious with lots of fresh, white grapefruit juice and a mild, limeade acidity, the midpalate might feel a bit sluggish, but a pleasant grapefruit pith and white tea astringency kicks in on the finish."
1835,8.0,0.55,0.42,12.6,0.21100000000000002,37.0,213.0,0.9988,2.99,0.56,9.3,5,"This Gaillac-like blend of Braucol, Duras and Syrah gives rich fruitiness and soft tannins. The wine is juicy, full of red berry and spice and an attractive light touch. It's ready to drink."
1836,7.0,0.19,0.23,5.7,0.12300000000000001,27.0,104.0,0.9954,3.04,0.54,9.4,6,"A gorgeous blend of Cabernet and Negroamaro, this is one of Puglia's best red wines. The Cabernet element adds accents of spice and blackberry and the Negroamaro grounds the robust wine to its territory. The tannins are tight and firm and suggest that Nero could do with a few years of bottle aging."
1837,7.2,0.24,0.29,2.2,0.037000000000000005,37.0,102.0,0.992,3.27,0.64,11.0,7,"The wine is dry and structured with firm tannins that are masking the fruit. It is a concentrated wine, firm and dense. Let this wine develop and wait to drink until 2019."
1838,6.5,0.34,0.36,11.0,0.052000000000000005,53.0,247.0,0.9984,3.44,0.55,9.3,6,The nose is very shy: The wines still needs waking up and only comes alive slowly with a little air. The flavors on the palate seem subdued but there is customary Riesling freshness. The finish is dry.
1839,7.0,0.19,0.23,5.7,0.12300000000000001,27.0,104.0,0.9954,3.04,0.54,9.4,6,"This light dry red-fruit dominated offering is 70% Morenillo and the rest Garnacha. With tomatoey and earthy red-fruit aromas and a well-formed juicy palate, this delivers a nice mix of spice, pepper, plum and berry flavors prior to a peppery, fresh, elegant finish. Drink through 2020."
1840,6.9,0.18,0.33,1.0,0.054000000000000006,24.0,164.0,0.9926,3.42,0.51,10.5,5,"Appealing bright citrus and slate flavors ride a round yet faintly spritzy mouthfeel in this lively white from Spain's northeast. The flavors and textures show some depth and positive tension. Best for current drinking, it closes bright and dry, with good length. Best Buy. —M.M."
1841,7.2,0.24,0.29,2.2,0.037000000000000005,37.0,102.0,0.992,3.27,0.64,11.0,7,"This is a real cherry bomb, showing terrific concentration and purity of fruit. Those vibrant flavors come in a swath of cola, then dive into a compact finish that leaves a residual hint of chocolate seltzer. This wine seems to be slightly bottle shocked (though it was rested for some weeks after being shipped) and may well deserve a higher score with more bottle age."
1842,8.2,0.18,0.31,11.8,0.039,96.0,249.0,0.9976,3.07,0.52,9.5,6,"Brisk and elegant, this wine has an alpine feel that accentuates its lean, cutting profile. The palate is a tad austere, highlighting minerality and acidity over fruit, but a touch of white grapefruit peeks through nicely on the finish."
1843,8.3,0.28,0.45,7.8,0.059000000000000004,32.0,139.0,0.9972,3.33,0.77,11.2,6,"Simple peach aromas characterize this Prosecco Dry with a creamy, frothy cap, pretty bubbling and measured aromas of fruit salad and kiwi. The wine comes alive in the mouth thanks to its pretty mineral tones and generous fruity sweetness: Made from late-harvest Prosecco grapes."
1844,6.1,0.34,0.46,4.7,0.028999999999999998,21.0,94.0,0.991,3.29,0.62,12.3,6,"This bold blend of 50% Merlot, 30% Cabernet Sauvignon and 20% Cabernet Franc leads with aromas of ripe plums, graphite and a hint of coffee and balsamic herbs. The soft, concentrated palate delivers ripe black berries, chocolate and mocha. A licorice finish arrives alongside velvety tannins and the warmth of evident alcohol. It's delicious but fast approaching its ideal drinking window."
1845,7.4,0.44,0.2,11.5,0.049,44.0,157.0,0.998,3.27,0.44,9.0,5,"Dark berries, black plums and dried blueberries meet with crushed pepper and a touch of vanilla on the nose of this bottling. The palate is packed with blackberries galore, lifted by white pepper, beef char and other savory seasonings."
1846,7.6,0.26,0.58,7.9,0.040999999999999995,62.0,180.0,0.9966,3.07,0.38,9.0,5,"Spicy edges and hints of heady white lily on the nose are bedded in soft, lemony freshness on the palate where a savory, salty note appears. There is concentration and purity, lip-smacking freshness but also glimpses of riper stone fruit. Lots is happening here; this is alive and probably still too young. Drink 2016–2020."
1847,7.4,0.44,0.2,11.5,0.049,44.0,157.0,0.998,3.27,0.44,9.0,5,"This is sharply herbal, with peppery bitter greens framing tart berry fruit. It's 100% Pommard from 20-year-old vines, but in this chancy vintage the fruit flavors did not get quite fully ripe."
1848,8.7,0.49,0.57,17.8,0.052000000000000005,34.0,243.0,1.0007,2.98,0.82,9.0,5,"A touch of honeysuckle works its way through the peachy, lemony nose of this indigenous Austrian. The palate brings out peach and a perfumed, rose-scented phenolic edge. Although the texture is rounded, the palate is fresh and firm. Ripeness and exuberance are coralled into lively and very appetizing freshness."
1849,7.0,0.24,0.25,1.7,0.042,48.0,189.0,0.992,3.25,0.42,11.4,6,"Aromas offer raspberries, stemmy herbs, jalapeño and spice while the palate brings plush and lightly sweet cherry and blackberry flavors."
1850,7.1,0.25,0.25,1.6,0.046,50.0,181.0,0.9925,3.2,0.42,11.0,7,"Forget the high price on this Tempranillo Blanco. Looking at the wine alone, it's briny and stalky on the nose, with wiry lemon-like acids that push sour orange flavors. Overall it's monotone, briny and citrusy."
1851,6.1,0.34,0.46,4.7,0.028999999999999998,21.0,94.0,0.991,3.29,0.62,12.3,6,"Cristo di Campobello's value line, C'D'C', includes this fresh blend of Chardonnay, Grillo, Insolia and Catarratto. This easy-going white offers citrus tones of pink grapefruit and lemon zest backed by dried hay and honey."
1852,6.4,0.18,0.31,1.6,0.049,36.0,127.0,0.9934,3.6,0.67,10.4,7,"The nose on this red dessert wine is intriguing, with its combination of floral freshness and cedar and tobacco spice. On the palate, it has a heavier hand, with dried fruit, raisin and tobacco flavors. A richer sip with a masculine edge."
1853,8.3,0.27,0.39,2.4,0.057999999999999996,16.0,107.0,0.9955,3.28,0.59,10.3,5,"There's a green mint and gooseberry edge to this 100% Viognier. While it lacks the variety's characteristic opulence, it's elegantly dry and crisp with ripe peach and tropical fruit flavors."
1854,6.8,0.24,0.35,6.4,0.048,44.0,172.0,0.9944,3.29,0.55,10.5,7,"Made from a blend of Gamay and Grolleau, this is a bright and fresh wine. There's no wood aging here, just fruit that is full of red-berry flavors and only a touch of tannin. The wine is ready to drink."
1855,8.0,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45,9.8,6,"Elizabeth's Reserve is comprised of Adelsheim's “best barrels from our best lots.” In this light vintage it brings scents and flavors of pretty cherry and apple fruit, along with a hint of milk chocolate. The tannins are moderate, and there's a streak of root beer and a little stemmy bitterness carrying through the finish."
1856,10.0,0.91,0.42,1.6,0.055999999999999994,34.0,181.0,0.9968,3.11,0.46,10.0,4,"An alluring fragrance of honeysuckle comes along with whiffs of tomato vine and green melon. The juicy palate offers tropical fruit, ripe peach and cantaloupe energized by mineral notes and fresh acidity."
1857,8.9,0.34,0.34,1.6,0.055999999999999994,13.0,176.0,0.9946,3.14,0.47,9.7,5,"Aromas of orchard fruit, dried herb and toasted bread crust lead the nose. The creamy palate offers mature apple, white peach, nectarine and mineral alongside an elegant perlage that carries through to the bone-dry yet succulent finish."
1858,8.9,0.33,0.34,1.4,0.055999999999999994,14.0,171.0,0.9946,3.13,0.47,9.7,5,"Tastes heavy and soft, with syrupy black cherry and brown sugar flavors. There's some wintergreen in there, too, that provides a jarringly tart note. Doesn't seem like an ager, so drink up."
1859,8.0,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45,9.8,6,"Tannic and hard around the edges, it has a woody character. The black currant fruit is there but spoiled by the rest of the flavors."
1860,6.7,0.18,0.19,4.7,0.046,57.0,161.0,0.9946,3.32,0.66,10.5,6,"The aromas of basil, blueberry and char aren't entirely in harmony on this blend of Cabernet Sauvignon, Merlot, Syrah and Cabernet Franc. The fruit flavors come together better, sweet and palate-coating with a pleasing intensity."
1861,7.8,0.2,0.28,10.2,0.054000000000000006,78.0,186.0,0.997,3.14,0.46,10.0,6,"Roughly three-fifths Merlot and two-fifths Cabernet, this well-made red has thick, supple, generous fruit. It seems to have been aged in a hefty amount of new oak, but it balances the fruit and and spice well. Look for plum, black cherry, smoke and toast notes on the full, round palate."
1862,7.3,0.13,0.31,2.3,0.054000000000000006,22.0,104.0,0.9924,3.24,0.92,11.5,7,"Squeezed lime, tangerine rind and juice and yellow-grapefruit zest show on the sharply citrusy nose of this bottling, which is expertly rounded out by white peach and chalk. Light stone-fruit flavors of nectarine and apple blossom show first on the palate, which is cut by lemon juice and green grapefruit, and warmed up with sea salt, toast and walnut-oil touches."
1863,6.6,0.28,0.3,7.8,0.049,57.0,202.0,0.9958,3.24,0.39,9.5,5,"Feels lush and extravagant in the mouth, a full-bodied wine with smooth tannins housing powerhouse black cherry, bacon, black pepper and oaky sandalwood flavors. Give it a bit more structural integrity, and the score would soar."
1864,7.1,0.25,0.3,2.4,0.042,25.0,122.0,0.9940000000000001,3.43,0.61,10.5,6,"Sweet and simple, with pineapple and apricot jam flavors."
1865,7.6,0.36,0.44,8.3,0.255,28.0,142.0,0.9958,3.12,0.43,10.2,6,"With partial aging in wood, this is a spicy, smoky wine that is also full of ripe red fruits. Its well-integrated tannins give shape to this wine. A crisp finish and the wine is ready to drink."
1866,7.6,0.27,0.25,13.9,0.05,45.0,199.0,0.9984,3.34,0.5,9.8,6,"The lightest of the Thornton lineup marches to the beat of a different drummer. Dominated by Muscat Canelli, the aromas suggest ripe pears, buttered cinnamon toast and candied orange peel, but it’s not really sweet. In fact, it’s just barely off-dry, with wonderfully rich flavors. It finishes a little sugary, which makes it cloying, but this is a minor criticism. All in all, it’s good, unconventional stuff."
1867,6.9,0.37,0.28,13.8,0.031,34.0,137.0,0.9948,3.1,0.37,11.6,6,"Rich and full-bodied, it's full of tropical fruits that dominate the ripe texture. Hints of wood are there as well as the natural crisp acidity of Sauvignon Blanc. It needs time to develop and bring out all its ripe flavors. Drink from 2016."
1868,7.4,0.21,0.27,7.3,0.031,41.0,144.0,0.9932,3.15,0.38,11.8,7,"Lovely red apple and biscuit notes emanate here to create the perfect balance between fruit and yeasty autolysis. Acidity streamlines the generous, full-fruited body while soft mousse amplifies all the rich, layered apple flavors. The midpalate texture and finish are impressive. This is the full, delicious package and will make a classy apéritif with enough character to accompany delicate, fine cuisine. The length speaks for itself: pure class. Zero dosage."
1869,8.2,0.18,0.28,8.5,0.035,41.0,140.0,0.9952,3.04,0.37,10.1,7,"At first, this wine seems fruity and direct, loaded with dark berry fruit. But over time, it develops more and more oak character, adding notes of cedar, vanilla and mint. It's creamy in texture, with silky tannins, but remains a bit woody on the finish."
1870,6.3,0.19,0.21,1.8,0.049,35.0,163.0,0.9924,3.31,0.5,10.3,6,"This smooth, wood-aged wine is richly tannic and packed with new wood flavors. Ripe red berries offer fruitiness and acidity. It has a fine depth of flavor and density, making it likely to age for several years, at least four. Screwcap."
1871,7.0,0.21,0.22,5.1,0.048,38.0,168.0,0.9945,3.34,0.49,10.4,6,"La Querce (the oak tree) is Sangiovese with 15% Merlot that shows bright aromas of cherry and wild berry backed by light tones of smoke and spice. The wine imparts a soft, velvety feel on the close."
1872,5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,3.09,0.46,8.9,5,"The blend is 60% Grenache from the Stone Tree vineyard, the rest Syrah from Stillwater Creek and LVdM vineyards. It's forward, fragrant and fruity, with notes of tanned leather. Bright berry fruit shines through into a finish with moderate tannins."
1873,5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,3.09,0.46,8.9,5,"This is a firm wine, but it has ripe red fruit. It shows an attractive touch of smoke, and there is fine balance between the firm tannins and fragrant fruit. Drink now."
1874,7.9,0.29,0.31,7.35,0.034,37.0,154.0,0.9938,3.06,0.31,10.8,5,"Aromas of diner-style hash brown potatoes figure into the mix here, a touch unsettling, as is the menthol and smoke."
1875,6.6,0.31,0.38,16.05,0.057999999999999996,16.0,165.0,0.9997,3.38,0.6,9.2,5,"Dense and complex, the winery's Walla Walla Cabernet offers a beguiling nose of toast, coffee and baking spice, combining to create a scent of a liquid coffee cake. Vineyard sources are scattered throughout the Walla Walla Valley and play together well, with a mineral base under the tart, focused black fruit."
1876,8.0,0.19,0.3,2.0,0.053,48.0,140.0,0.9940000000000001,3.18,0.49,9.6,6,"The glass gives off a great waft of delicate citrus and pear-flavored fruits, lightly perfumed and with a layer of minerality that sits easily underneath the freshness."
1877,8.0,0.2,0.36,1.2,0.032,21.0,78.0,0.9921,3.08,0.37,10.4,6,"Good and smooth, with complex Napa tannins and flavors of black currants and cedar along with a firm earthy minerality that must come from the soil. A bit tannic and distant, though. Needs some time. Better after 2011, but not a longterm ager."
1878,8.0,0.25,0.26,14.0,0.043,41.0,248.0,0.9986,3.03,0.57,8.7,6,"Jammy berry aromas include a seemingly misplaced note of cinnamon. This feels full, blocky and tannic, with old-fashioned clamp. Flavors of oak, plum and cherry form a familiar whole, while this tastes earthy and dry on the finish, with modest heat. Drink through 2021."
1879,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,6,"High Valley is a high elevation, volcanically shaped bowl in Lake County. This Rhône blend is slightly sweet and softly tannic, with ripe, savory flavors of raspberries, cherries, pepper and candied ginger. Drink now."
1880,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,"Blackberry and black cassis meet with deep lilacs on the rich but somewhat single-toned nose of this bottling. The palate is bursting with fresh blackberrry juice, leveled by touches of cedar and pipe tobacco."
1881,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,6,"Light fruit flavors of apple and pear have been softened a bit with aging on the lees in neutral oak. This is a pleasant, simple, quaffable wine for every day enjoyment."
1882,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,"This Priorat-like blend of 50% Grenache, 28% Syrah, and 22% Mourvèdre is pungent and spicy, with a bit of menthol in the nose. Supple and luxurious fruit, a mix of raspberry and black fruits, baking spices, sweet barrel flavors. Powerful and rich, this is a big wine with tobacco and clove highlights and a little heat in the finish."
1883,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,"This is a challenging wine, but it takes bravery to make Pinot Grigio like a red wine, using amphorae and terra cotta along the way. It's pink, but not a rose. Zesty aromas of tangerine, wet stone and grapefruit skins also show a bit of yeast. There is strong kumquat tang to the sip, which is fairly sour without the ripeness one might expect from the color."
1884,6.4,0.22,0.32,7.9,0.028999999999999998,34.0,124.0,0.9948,3.4,0.39,10.2,5,"Aromas of Band-Aid, herb, cranberry and cherry lead to elegantly styled fruit flavors. Chewy tannins and tart acids provide the frame."
1885,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,6,"This Cabernet Franc-based blend has rich flavors of red and black cherry jam, cherry liqueur and tobacco. The oak influence shows in the form of toastiness and wood spiciness. With its smooth tannins, this wine will drink well now with a great steak."
1886,7.0,0.53,0.02,1.0,0.036000000000000004,39.0,107.0,0.993,3.2,0.32,9.0,5,"Tough and tightly wound, this wine is currently marked by acids and tannins. It may lack immediate generosity, but it does offer underlying elegance. Decanting helps mellow the cherry and cola flavors. This will pair well with steak."
1887,7.3,0.24,0.41,13.6,0.05,41.0,178.0,0.9988,3.37,0.43,9.7,5,"Brut Milledì is an elegant sparkling wine made from Chardonnay. It offers aromas of yellow spring flowers and crisp zesty citrus flavors. This has nice length, and finishes on an almond note."
1888,7.2,0.24,0.4,17.85,0.049,50.0,185.0,1.0,3.34,0.42,9.6,5,"A simple, rounded wine, soft and fruity. Pear and apricot flavors dominate along with a crisper, grapefruit edge. The wine is aging quickly, and will be ready in a few months."
1889,7.6,0.15,0.4,1.3,0.036000000000000004,24.0,112.0,0.9932,3.14,0.76,10.0,5,"Bright and perfumed while also rich, this is a full-bodied wine. It has spice and pepper that come from its alcohol although everything is kept fresh by the red-currant fruitiness. Drink now."
